household_key,primer_dia,ultimo_dia,frecuencia_cestas,clv_historico,n_lineas,recencia_dias,tenencia_dias,gasto_medio_cesta,tenencia_corta,n_categorias_distintas,log_clv_historico,gasto_medio_semanal_base,gasto_medio_semanal_reciente,tendencia_no_disponible,tendencia_relativa,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,KID_CATEGORY_DESC,AGE_DESC_cod,MARITAL_STATUS_CODE_cod,INCOME_DESC_cod,HOMEOWNER_DESC_cod,HH_COMP_DESC_cod,KID_CATEGORY_DESC_cod,tamano_medio_cesta,descuento_total,target_campana,n_campanas,nivel_valor,nivel_tendencia,cuadrante
1028,34,558,12,121.91,70,147,525,10.159166666666666,False,29,4.811452380226889,1.2145070422535211,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.833333333333333,16.1,0,0,Bajo,Descendente,Bajo valor / Descendente
1029,93,704,275,13774.11,3787,1,612,50.08767272727273,False,169,9.530618619470175,156.17577464788732,146.73583333333332,False,-0.0604443380276949,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.770909090909091,1400.27,1,13,Alto,Descendente,Alto valor / Descendente
1030,81,664,30,1260.29,320,41,584,42.00966666666667,False,98,7.139890285733802,11.636056338028169,10.239166666666668,False,-0.12004837642425994,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.666666666666666,115.25,0,0,Bajo,Descendente,Bajo valor / Descendente
1031,69,557,146,4232.12,1123,148,489,28.98712328767123,False,148,8.35069458880798,50.79267605633803,0.0,False,-1.0,35-44,A,75-99K,Homeowner,2 Adults No Kids,None/Unknown,2.0,0.0,5.0,0.0,2.0,3.0,7.691780821917808,335.5,1,2,Alto,Descendente,Alto valor / Descendente
1032,93,656,92,2473.76,637,49,564,26.888695652173915,False,134,7.813898700603956,32.24239436619718,10.570833333333333,False,-0.67214490297235,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.923913043478261,228.69,1,7,Alto,Descendente,Alto valor / Descendente
1033,78,640,26,1366.97,401,65,563,52.57576923076923,False,91,7.221083168117472,15.5256338028169,9.656666666666666,False,-0.3780178774463555,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.423076923076923,478.09,0,0,Bajo,Descendente,Bajo valor / Descendente
1034,49,698,70,840.87,278,7,650,12.012428571428572,False,73,6.735625608023012,5.302112676056338,22.9275,False,3.324219683888962,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.9714285714285715,108.22,1,2,Bajo,Ascendente,Bajo valor / Ascendente
1035,212,407,4,183.04,35,298,196,45.76,True,20,5.215153125287268,2.5780281690140843,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.75,11.790000000000001,0,0,Bajo,Descendente,Bajo valor / Descendente
1036,103,658,27,1231.17,408,47,556,45.598888888888894,False,81,7.11653212158712,11.821408450704226,17.0625,False,0.4433559309917552,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.11111111111111,146.73,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1037,21,692,32,1052.71,175,13,672,32.8971875,False,47,6.960072548927726,12.069154929577465,14.31,False,0.18566710623052599,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.46875,86.08,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1038,82,702,275,1602.0,955,3,621,5.825454545454545,False,126,7.3796321526095525,20.51183098591549,1.6283333333333332,False,-0.9206149205084893,55-64,U,Under 15K,Probable Renter,Single Male,None/Unknown,4.0,3.0,0.0,2.0,5.0,3.0,3.4727272727272727,323.8,1,2,Bajo,Descendente,Bajo valor / Descendente
1039,109,705,81,5150.81,1494,0,597,63.59024691358025,False,134,8.54710338822216,59.352112676056336,69.66,False,0.17367346938775508,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,18.444444444444443,632.8,1,4,Alto,Ascendente,Alto valor / Ascendente
1040,48,704,227,5588.27,1881,1,657,24.617929515418503,False,141,8.628603967281592,61.97338028169013,46.259166666666665,False,-0.25356392605336375,25-34,B,100-124K,Unknown,Single Male,None/Unknown,1.0,1.0,6.0,5.0,5.0,3.0,8.286343612334802,836.97,1,7,Alto,Descendente,Alto valor / Descendente
1041,75,705,287,7118.17,2653,0,631,24.80198606271777,False,169,8.87054642457715,78.71957746478873,114.68416666666667,False,0.45686969315815884,25-34,U,35-49K,Unknown,Single Male,None/Unknown,1.0,3.0,3.0,5.0,5.0,3.0,9.24390243902439,1093.59,1,8,Alto,Ascendente,Alto valor / Ascendente
1042,36,704,247,5276.96,2556,1,669,21.36421052631579,False,171,8.571294938406282,55.982253521126765,63.5325,False,0.13486857001967414,25-34,U,75-99K,Homeowner,2 Adults No Kids,None/Unknown,1.0,3.0,5.0,0.0,2.0,3.0,10.348178137651821,1283.59,1,7,Alto,Ascendente,Alto valor / Ascendente
1043,109,668,19,988.73,356,37,560,52.03842105263158,False,74,6.897432178659063,10.382676056338028,3.225,False,-0.6893864373211064,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,18.736842105263158,403.17,0,0,Bajo,Descendente,Bajo valor / Descendente
1044,54,627,19,421.23,177,78,574,22.17,False,64,6.045550189261224,3.5719718309859156,0.25,False,-0.9300106462678916,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.31578947368421,103.84,0,0,Bajo,Descendente,Bajo valor / Descendente
1045,72,696,293,4820.99,1703,9,625,16.453890784982935,False,164,8.480941984910679,55.53802816901408,43.27666666666667,False,-0.2207741597349022,25-34,A,Under 15K,Homeowner,Single Male,None/Unknown,1.0,0.0,0.0,0.0,5.0,3.0,5.812286689419795,810.54,1,5,Alto,Descendente,Alto valor / Descendente
1046,51,695,153,4314.95,1256,10,645,28.202287581699345,False,156,8.37007274151018,49.11690140845071,27.91916666666667,False,-0.4315771991703228,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.209150326797385,486.46,1,4,Alto,Descendente,Alto valor / Descendente
1047,110,705,80,1052.94,397,0,596,13.161750000000001,False,99,6.960290801484756,12.770140845070422,8.164166666666667,False,-0.36068311495419186,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.9625,210.49,1,2,Bajo,Descendente,Bajo valor / Descendente
1048,60,648,103,1934.45,523,57,589,18.78106796116505,False,115,7.568095136565964,18.755915492957747,18.083333333333332,False,-0.03585973501943686,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.077669902912621,244.3,1,1,Bajo,Descendente,Bajo valor / Descendente
1049,101,705,55,698.06,339,0,605,12.691999999999998,False,84,6.549736575459905,8.341267605633803,7.482500000000001,False,-0.10295408878307405,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.163636363636364,187.60999999999999,0,0,Bajo,Descendente,Bajo valor / Descendente
1050,116,702,134,5036.01,1410,3,587,37.58216417910448,False,136,8.524567931052395,51.41070422535211,106.38,False,1.0692188835557892,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.522388059701493,639.4,1,5,Alto,Ascendente,Alto valor / Ascendente
1051,66,697,55,2275.67,800,8,632,41.37581818181818,False,130,7.730469128024498,13.055070422535211,32.05916666666666,False,1.455686995860799,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.545454545454545,321.85,1,1,Alto,Ascendente,Alto valor / Ascendente
1052,79,231,7,231.66,99,474,153,33.09428571428571,True,48,5.44957816038862,2.8607042253521127,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.142857142857142,32.05,0,0,Bajo,Descendente,Bajo valor / Descendente
1053,107,701,95,4558.61,1377,4,595,47.98536842105263,False,116,8.424992372535058,53.18732394366197,59.594166666666666,False,0.12045807624747325,55-64,A,100-124K,Homeowner,2 Adults No Kids,None/Unknown,4.0,0.0,6.0,0.0,2.0,3.0,14.494736842105263,498.79,1,5,Alto,Ascendente,Alto valor / Ascendente
1054,99,689,41,1035.19,354,16,591,25.248536585365855,False,102,6.943305803687527,10.494788732394365,10.07,False,-0.04047615852267379,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.634146341463415,172.05,0,0,Bajo,Descendente,Bajo valor / Descendente
1055,55,697,81,1204.41,529,8,643,14.86925925925926,False,81,7.09457503701586,12.66943661971831,7.6816666666666675,False,-0.393685220800492,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.530864197530864,236.69,1,5,Bajo,Descendente,Bajo valor / Descendente
1056,21,702,66,4871.09,1412,3,682,73.80439393939395,False,128,8.491278282125515,50.18450704225352,15.558333333333332,False,-0.6899773605381083,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,21.393939393939394,796.66,1,8,Alto,Descendente,Alto valor / Descendente
1057,54,704,183,8162.84,2092,1,651,44.60568306010929,False,100,9.007469925501528,81.42830985915492,127.58416666666666,False,0.5668281324682619,35-44,U,50-74K,Unknown,Single Male,None/Unknown,2.0,3.0,4.0,5.0,5.0,3.0,11.431693989071038,764.28,1,7,Alto,Ascendente,Alto valor / Ascendente
1058,63,704,557,3266.64,1232,1,642,5.864703770197487,False,138,8.091823290793204,40.24718309859155,17.188333333333333,False,-0.5729307740313672,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.2118491921005385,561.91,1,4,Alto,Descendente,Alto valor / Descendente
1059,34,555,5,72.91,35,150,522,14.581999999999999,False,26,4.302848136796795,0.5476056338028169,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.0,11.52,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
1060,1,672,64,6096.93,1993,33,672,95.26453125,False,132,8.715704648308815,62.29957746478874,8.999166666666667,False,-0.855550117145611,35-44,B,35-49K,Renter,2 Adults No Kids,None/Unknown,2.0,1.0,3.0,3.0,2.0,3.0,31.140625,901.9,1,9,Alto,Descendente,Alto valor / Descendente
1061,87,705,146,6174.22,1852,0,619,42.28917808219178,False,147,8.728299788391897,54.816197183098595,161.43166666666667,False,1.9449628934938354,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.684931506849315,1506.4299999999998,1,3,Alto,Ascendente,Alto valor / Ascendente
1062,71,705,212,1479.04,778,0,635,6.976603773584905,False,96,7.299824393419964,14.589859154929579,12.344166666666666,False,-0.15392146451969996,65+,U,15-24K,Homeowner,2 Adults No Kids,None/Unknown,5.0,3.0,1.0,0.0,2.0,3.0,3.669811320754717,335.47,1,2,Bajo,Descendente,Bajo valor / Descendente
1063,84,621,57,1327.48,399,84,538,23.289122807017545,False,89,7.191790710513721,14.841971830985916,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.0,503.6,0,0,Bajo,Descendente,Bajo valor / Descendente
1064,108,687,43,2878.79,1225,18,580,66.9486046511628,False,140,7.965472653804776,31.92845070422535,43.7525,False,0.3703295661073174,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,28.488372093023255,812.37,1,5,Alto,Ascendente,Alto valor / Ascendente
1065,36,705,50,5167.16,1624,0,670,103.3432,False,131,8.550272004735517,50.01901408450704,53.45166666666666,False,0.06862695406910976,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,32.48,1114.4499999999998,1,5,Alto,Ascendente,Alto valor / Ascendente
1066,98,704,244,3102.69,1568,1,607,12.71594262295082,False,123,8.040347005181635,36.86352112676056,30.00583333333333,False,-0.1860291036726002,35-44,U,25-34K,Unknown,2 Adults No Kids,None/Unknown,2.0,3.0,2.0,5.0,2.0,3.0,6.426229508196721,695.0999999999999,1,7,Alto,Descendente,Alto valor / Descendente
1067,33,702,62,3741.92,1223,3,670,60.35354838709677,False,160,8.227621334445988,31.105211267605632,97.81416666666667,False,2.1446231252103645,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,19.725806451612904,733.82,1,3,Alto,Ascendente,Alto valor / Ascendente
1068,85,700,111,1321.85,578,5,616,11.908558558558557,False,111,7.1875437790023,9.790281690140846,43.8025,False,3.474079642071039,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.207207207207207,317.25,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1069,69,681,55,3433.27,811,24,613,62.42309090909091,False,121,8.141559663876206,36.56140845070423,28.724999999999998,False,-0.21433551886465382,25-34,U,35-49K,Unknown,2 Adults No Kids,None/Unknown,1.0,3.0,3.0,5.0,2.0,3.0,14.745454545454546,684.26,1,7,Alto,Descendente,Alto valor / Descendente
1070,35,705,176,5159.68,1571,0,671,29.316363636363636,False,167,8.548823632738735,56.058732394366196,46.26333333333333,False,-0.17473458001375158,35-44,U,50-74K,Homeowner,2 Adults No Kids,None/Unknown,2.0,3.0,4.0,0.0,2.0,3.0,8.926136363636363,769.06,1,8,Alto,Descendente,Alto valor / Descendente
1071,105,705,84,2052.29,1106,0,601,24.43202380952381,False,145,7.6271986637406615,23.723098591549295,24.962500000000002,False,0.052244499329114194,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.166666666666666,355.26,1,3,Bajo,Ascendente,Bajo valor / Ascendente
1072,110,701,61,2694.8,1467,4,592,44.17704918032787,False,137,7.8994502853041695,31.753943661971835,30.287499999999998,False,-0.04618146576004774,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,24.049180327868854,613.19,1,2,Alto,Descendente,Alto valor / Descendente
1073,110,703,119,2943.86,1000,2,594,24.738319327731094,False,138,7.987816556755371,33.484647887323945,39.6225,False,0.18330346890103097,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.403361344537815,359.52,1,5,Alto,Ascendente,Alto valor / Ascendente
1074,118,699,131,7744.39,2342,6,582,59.11748091603054,False,156,8.954853106650981,89.88112676056339,106.2325,False,0.1819222102432633,45-54,A,35-49K,Homeowner,2 Adults Kids,2,3.0,0.0,3.0,0.0,1.0,1.0,17.87786259541985,1680.63,1,6,Alto,Ascendente,Alto valor / Ascendente
1075,50,689,67,1469.02,450,16,640,21.925671641791045,False,94,7.293031285122406,15.70774647887324,19.273333333333333,False,0.22699544197862956,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.7164179104477615,401.73999999999995,1,1,Bajo,Ascendente,Bajo valor / Ascendente
1076,98,691,84,2212.82,535,14,594,26.34309523809524,False,120,7.702474809150484,21.759718309859156,21.010833333333334,False,-0.034416115404697516,25-34,B,35-49K,Homeowner,2 Adults No Kids,None/Unknown,1.0,1.0,3.0,0.0,2.0,3.0,6.369047619047619,252.88,1,1,Alto,Descendente,Alto valor / Descendente
1077,277,705,36,1492.81,338,0,429,41.466944444444444,False,74,7.30908518223715,11.55549295774648,56.030833333333334,False,3.848848382168917,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.38888888888889,211.29,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1078,114,696,248,6817.900000000001,1950,9,583,27.491532258064517,False,169,8.827453447506244,86.29014084507043,49.833333333333336,False,-0.4224909955494619,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.862903225806452,885.54,1,9,Alto,Descendente,Alto valor / Descendente
1079,82,662,50,1001.3,213,43,581,20.026,False,52,6.9100526380308205,11.22267605633803,1.9333333333333333,False,-0.8277297390009328,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.26,164.92,0,0,Bajo,Descendente,Bajo valor / Descendente
1080,20,688,84,2206.11,656,17,669,26.263214285714287,False,99,7.699439246428378,18.78676056338028,29.959166666666665,False,0.5946957201905247,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.809523809523809,460.86999999999995,0,0,Alto,Ascendente,Alto valor / Ascendente
1081,70,699,139,10201.55,2886,6,630,73.39244604316546,False,198,9.23039296802757,116.84774647887325,106.56583333333333,False,-0.08799410733521461,55-64,A,75-99K,Homeowner,2 Adults No Kids,None/Unknown,4.0,0.0,5.0,0.0,2.0,3.0,20.762589928057555,1269.8600000000001,1,8,Alto,Descendente,Alto valor / Descendente
1082,20,703,140,2007.95,1097,2,684,14.342500000000001,False,94,7.6053674765012405,18.97450704225352,38.696666666666665,False,1.0394030042780404,45-54,U,35-49K,Unknown,Single Male,None/Unknown,3.0,3.0,3.0,5.0,5.0,3.0,7.835714285714285,534.06,1,6,Bajo,Ascendente,Bajo valor / Ascendente
1083,9,694,54,1396.93,381,11,686,25.869074074074074,False,94,7.242747850009376,16.71098591549296,14.001666666666667,False,-0.16212803137572207,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.055555555555555,356.15999999999997,1,1,Bajo,Descendente,Bajo valor / Descendente
1084,52,702,222,2336.19,869,3,651,10.523378378378379,False,119,7.756704632047134,27.536760563380284,13.756666666666668,False,-0.5004253810101051,25-34,U,35-49K,Unknown,2 Adults Kids,1,1.0,3.0,3.0,5.0,1.0,0.0,3.9144144144144146,321.88,1,6,Alto,Descendente,Alto valor / Descendente
1085,109,702,106,4806.0,1835,3,594,45.339622641509436,False,157,8.47782846789396,59.127183098591544,41.05083333333334,False,-0.3057197860266203,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,17.31132075471698,858.63,1,7,Alto,Descendente,Alto valor / Descendente
1086,76,700,30,1188.61,377,5,625,39.62033333333333,False,91,7.081380801297567,12.466478873239437,13.578333333333333,False,0.0891875301277416,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.566666666666666,226.69,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1087,117,689,149,3010.24,964,16,573,20.202953020134228,False,145,8.010107233043534,41.32507042253521,3.6983333333333337,False,-0.9105063029410696,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.469798657718121,760.37,1,6,Alto,Descendente,Alto valor / Descendente
1088,42,696,89,1412.34,665,9,655,15.868988764044943,False,56,7.253710976527901,15.338028169014084,13.518333333333333,False,-0.11863942454851548,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.47191011235955,433.89,1,2,Bajo,Descendente,Bajo valor / Descendente
1089,44,704,96,2404.98,899,1,661,25.051875,False,116,7.785712583948121,16.513521126760565,57.70333333333334,False,2.4943082635370644,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.364583333333334,424.49,1,1,Alto,Ascendente,Alto valor / Ascendente
1090,90,682,12,307.87,89,23,593,25.655833333333334,False,48,5.732920476399523,1.636056338028169,11.193333333333333,False,5.841655188246097,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.416666666666667,37.32,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1091,86,666,116,5617.4,1207,39,581,48.425862068965515,False,143,8.63380220484481,74.3318309859155,15.650833333333333,False,-0.7894464171574238,45-54,A,75-99K,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,5.0,0.0,2.0,3.0,10.405172413793103,463.03000000000003,1,5,Alto,Descendente,Alto valor / Descendente
1092,83,693,41,914.71,315,12,611,22.310000000000002,False,71,6.819699720661243,10.32281690140845,11.938333333333333,False,0.15649957248631052,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.682926829268292,175.31,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1093,78,691,32,914.75,329,14,614,28.5859375,False,98,6.819743401658924,5.793943661971831,24.019166666666667,False,3.145564414841465,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.28125,180.44,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1094,19,704,94,5905.38,1759,1,686,62.823191489361704,False,156,8.683788401581834,68.33211267605634,69.33583333333333,False,0.01468885737567267,45-54,A,75-99K,Homeowner,2 Adults Kids,3+,3.0,0.0,5.0,0.0,1.0,2.0,18.71276595744681,1095.08,1,8,Alto,Ascendente,Alto valor / Ascendente
1095,19,644,30,599.54,156,61,626,19.984666666666666,False,67,6.397829250458982,5.690985915492957,3.635,False,-0.3612706033757363,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.2,42.37,0,0,Bajo,Descendente,Bajo valor / Descendente
1096,6,685,47,592.36,257,20,680,12.60340425531915,False,80,6.385801297428302,3.1340845070422536,4.7875000000000005,False,0.527559320510516,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.468085106382978,76.94,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1097,40,705,165,8806.33,1784,0,666,53.37169696969697,False,182,9.083339608297633,91.20323943661973,62.82666666666666,False,-0.3111355796706423,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.812121212121212,1133.15,1,4,Alto,Descendente,Alto valor / Descendente
1098,50,704,446,9469.75,3326,1,655,21.23262331838565,False,159,9.155963380509851,105.77774647887324,126.95833333333333,False,0.20023669967945895,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.457399103139013,1984.1100000000001,1,7,Alto,Ascendente,Alto valor / Ascendente
1099,99,648,28,683.13,221,57,550,24.3975,False,53,6.528147958043258,5.34830985915493,2.9591666666666665,False,-0.4467099430296966,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.892857142857143,185.45,0,0,Bajo,Descendente,Bajo valor / Descendente
1100,114,703,26,313.40999999999997,48,2,590,12.054230769230768,False,29,5.750697866665008,3.09887323943662,5.306666666666667,False,0.7124503832984879,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,1.8461538461538463,10.91,0,0,Bajo,Ascendente,Bajo valor / Ascendente
1101,78,661,16,190.78,66,44,584,11.92375,False,29,5.256348881725535,1.8919718309859157,0.5066666666666667,False,-0.7322017916077322,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.125,43.22,0,0,Bajo,Descendente,Bajo valor / Descendente
1102,13,693,81,2263.4,795,12,681,27.94320987654321,False,134,7.725065102162505,18.307746478873238,42.00833333333333,False,1.2945660396712444,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.814814814814815,674.61,1,2,Alto,Ascendente,Alto valor / Ascendente
